site_name,long_name,lon,coord_datum,alt,alt_datum,site_type,dvqcoefs.c,COMID,VPU,Source,ndays,nyears,Azimuth,tree_height,Width,PAR_sum,Stream_PAR_sum,ann_GPP_C,ann_ER_C,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,MOD_ann_NPP,lat,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_GNIS_NAME,NHD_FTYPE,NHD_FCODE,NHD_QE_MA,NHD_VE_MA,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
nwis_01484525,"MILLSBORO POND OUTLET AT MILLSBORO, DE",-75.29102778,NAD83,1.19,NAVD88,ST,0.353838855727921,8407597,02,USGS (Powell Center),280,1,71.60500733884885,3,20.4216,12.7992047080464,11.917414799536516,81.59864074107266,-463.0052031991673,15.09,0.28,-0.05,-0.08,1.36,202.55072217238973,0.828,3.75,0.28,0.28,0.23,0.4,141.7213330232042,0.652,35.07,0.26,0,0.01,1.16,174.0871459446584,0.098,1.08,0.28,0.1,-0.07,1.38,192.37990350886383,0.819,773.6,38.59455556,0.543189542604533,15.9551344319255,0.166810457395467,0.177130769919581,0.29,0,0,95,9.49039e-4,70604490,43.79494752,2.367,544,1.392,10,0,23,6,6,26,130,129,14,24,67,117,169,218,242,234,201,143,90,37,1103,1103,92,83,102,86,91,86,101,123,87,80,82,91,102,101,16,38,38,35,59,29,35,371.283,123.075,1120,901,946,0,5,Indian River,StreamRiver,46006,93.119,NA,3.774017737,13,urban,Delaware,DE,0,4,200026762,0,02040303067129,0.2241,161.6238,0.228,1e-5,0.228,1,0,0,0,161.3997,0.9986134467819715,12.1902,1152.1737023622213,-2.9919513106534823,19.238654561848712,13.623960805292294,452.9364,3.33,3.48,3.55,2.85,3.63,4.09,3.87,3.06,1.26,0,8.39,4.08,1.98,0.5,0.11,4.07,6.43,9.69,3.22,0.73,0.32,39.59,19.06,0.56,1.35,0,8.39,4.21,2.24,0.61,0.1,4.02,8.63,9.72,1.11,0.45,0.33,39.24,19.18,0.42,27.5924,78.378,535.5873,8.3418,3.6793,2.3155,17484.4465,7738.3771,17484.4465,7738.3771,0.0371,0.0124,0,0.0124,2.577,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,8.9418,24.6964,35.7672,112.6706,0.8329,23.0009,152.4,65.1108,3.934,0.2787,12.0112,1.8718,3.6429,2.4003,1.2444,2.2399,0.1994,0.0577,71.1818,2.543786947488039
nwis_01487150,"BUCKS BRANCH NEAR ATLANTA, DE",-75.63488889,NAD83,24.23,NAVD88,ST,0.570842258,8391556,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6914722,0.472192969,5.421563575,0.187807031,0.323116644283648,0.34,95,95,95,0.001771386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bucks Branch,StreamRiver,46006,3.537,0.71109,33.14583521,14,agricultural,Delaware,DE,0.960481,2,200080376,0,02080109011972,3.8727,7.7112,3.462,0.00118428,3.462,0,1345,935,3.71965,7.5581499999999995,0.9801522460836186,13.8858,1107.2318769035949,-3.0962884235749306,19.494587479738566,13.714341657726425,435,1.34,1.42,1.43,1.26,1.46,1.54,1.49,1.3,0.01,0,4.06,2.63,0.37,0.11,0,0.42,0.65,1.76,0.43,0.19,0.19,61.5,27.6,0.08,0.01,0,3.96,2.67,0.42,0.12,0,0.42,0.65,1.76,0.43,0,0.19,61.68,27.66,0.02,16.1929,40.4901,537.0475,8.3277,3.6787,2.3183,0,0,0,0,0,0,0,0,1.7494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,13.1765,36.3922,52.7059,111.9605,0.5268,15.3809,152.4,61.3944,3.934,0.2787,12.0112,1.8718,3.6429,2.4003,1.2444,2.2399,0.1994,0.0577,71.1818,2.5453606365599883
FL_SF2500,NA,-82.7148,NA,NA,NA,NA,NA,2161822,03S,StreamPULSE,252,1,264.3533180758584,24,49.3776,14.1501626418096,10.051683140848889,78.2387327760163,-1427.1470595071935,22.06,0.06,-0.18,0.09,1.26,205.47659158145922,0.902,48.34,0.15,0.41,0.24,0.35,221.4825546036379,0.952,38.77,0.19,-0.05,0.06,1.08,169.32679328685475,0.302,5.21,0.16,-0.14,-0.03,1.34,166.6950264262294,0.821,1195.6998999999998,29.8493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,FL,0.832666,5,270009181,0,03110206000173,246.942,2464.4655,24.213,1.5528e-4,24.213,0,986,610,205.62021,2423.14371,0.9832329606561747,39.1744,1297.2311756495649,5.277701711598488,26.97335189154169,20.487937187632717,452.4315,1.15,1.19,1.21,1.1,1.24,1.28,1.26,1.12,1.9,0,5.73,1.69,0.39,0.07,0.48,1.34,33.24,0.42,6.74,7.91,16.3,1.93,20.65,1.21,1.91,0,5.67,1.7,0.45,0.08,0.45,0.68,36.03,0.39,7.4,5.16,16.03,2.16,21.31,0.56,10.7815,28.6761,367.9376,7.0757,2.194,0.7678,1092.6048,471.4767,27.0273,27.0273,0.0016,0,0.0012,0.0032,2.0859,4e-4,2.06,7.83,0,0,0,0,0,0,0,0,0,3.51,0,0,0,69.71,15.88,1.01,0.481,5.6237,6.6537,49.7319,1.5904,20.0621,151.2486,44.183,9.062,0.7457,13.0769,4.937,5.198,2.3036,2.169,1.1362,0.4646,0.2447,57.5209,2.8672432747268144
FL_SF2800,NA,-82.8606,NA,NA,NA,NA,NA,2161876,03S,StreamPULSE,248,1,236.3804370863842,21.5,62.484,14.038442281836,11.259170972575939,191.69819943734942,-1328.9598304201024,22.08,0.07,-0.18,0.07,1.27,201.04016251175204,0.863,66.9,0.14,0.29,0.22,0.73,216.5300965874309,0.934,38.46,0.19,-0.05,0.05,1.07,170.2058666779436,0.299,2.4,0.26,-0,-0.05,1.36,166.74566627303824,0.825,857.1999999999999,29.9118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,FL,0.673972,5,270008818,0,03110206000002,65.9853,3314.6109,11.049,1.0136e-4,11.049,1,308,196,44.47224,3293.0978400000004,0.9935096273291083,35.582,1304.4962135262915,5.230011560078798,26.981544083130593,20.45394570761839,453.1904,1.4,1.45,1.48,1.33,1.52,1.58,1.54,1.35,1.52,0,6.04,2.07,0.52,0.11,0.39,1.4,32.58,0.46,6.98,7.77,18.4,2.48,18.11,1.16,1.59,0,5.97,2.08,0.6,0.13,0.37,0.71,33.97,0.41,7.97,5.92,18.18,2.85,18.67,0.59,13.5248,33.4818,368.1717,7.0673,2.2119,0.7933,929.219,428.6986,136.9454,98.2434,0.0018,3e-4,0.0012,0.0039,2.2932,9e-4,9.52,9.42,0,0,0,0,0,0,0,0,0,2.61,0,0,0,60.65,17.06,0.75,0.6437,5.1645,6.3514,66.7849,1.3243,20.9085,150.8445,45.0176,12.748,0.6644,12.5954,5.9027,5.0671,2.2285,2.413,1.1133,0.4152,0.214,56.6081,2.8784727424197234
FL_WS1500,NA,-82.4262,NA,NA,NA,NA,NA,2161874,03S,StreamPULSE,252,1,283.57076814983543,21.5,41.4528,14.147832892888799,10.548138045169043,41.83324413408611,-1006.7505928246712,20.44,0.15,-0.17,0.01,1.24,206.2650102931138,0.832,17.81,0.5,0.42,0.22,0.22,200.42325881908386,0.908,38.76,0.19,-0.05,0.07,1.06,168.4833535562137,0.336,2.79,0.27,-0.03,-0.12,1.39,173.01742012845298,0.821,830.5,29.9219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,FL,0.1321429999999999,5,270010680,0,03110206000010,16.5915,1499.1804,6.004,1e-5,6.004,0,1517,1517,2.19245,1484.78135,0.9903953853719005,42.8647,1286.5120525001614,5.349652990139089,26.90495925115608,20.495295156291725,453.3343,1.16,1.21,1.23,1.11,1.26,1.3,1.28,1.13,2.85,0,5.68,1.7,0.41,0.08,0.73,1.28,32.55,0.3,6.33,7.56,13.33,1.08,24.43,1.69,2.86,0,5.63,1.7,0.46,0.09,0.7,0.68,35.65,0.3,6.72,4.78,13.11,1.18,25.43,0.7,11.464,31.4656,363.2021,6.9952,2.1504,0.7351,1587.1225,645.0513,0,0,0.0013,0,0.002,0.0033,2.0074,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,75.78,21.76,1.65,0.2545,4.347,8.5438,33.4386,1.8944,20.5948,151.4523,42.8748,7.0825,0.8615,13.9489,2.3549,5.3973,2.4225,1.5269,1.1975,0.5176,0.3039,61.6138,2.8378881820770268
nwis_02231291,"NASSAU RIVER NEAR TISONIA, FL",-81.5898179,NAD83,NA,NA,ST,0.446880453,18252975,03S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5507931,0.508377242,17.93842882,0.161622758,0.124745313773952,0.33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nassau River,ArtificialPath,55800,246.278,NA,78.69784626,1,forested,Florida,FL,0.14761599999999997,4,270008675,0,03070205000016,0.5868,743.1705,1.01,1e-5,1.01,1,1,1,0.08662,742.67032,0.9993269646736516,8.8994,1312.131621468556,5.8262361651088,26.263435655525626,20.267209795214978,425.1923,1.58,1.7,1.77,1.3,1.85,2.11,1.95,1.38,0.95,0,5.77,2.02,0.9,0.19,0.16,1.54,37.93,0.31,6.62,7.26,3.34,0.45,27.05,5.5,0.99,0,5.74,2.1,1.11,0.21,0.15,0.61,39.21,0.28,6.02,6.78,3.69,0.57,27.56,4.97,14.9273,38.4028,390.1927,7.4597,2.4733,1.0122,0,0,0,0,0,0,0,0.0054,1.8156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.67,3.33,0,0.0388,1.2694,12.4792,28.9813,5.2943,21.3041,152.4,30.6881,9.3033,0.89,10.8441,6.2695,3.8694,1.9532,2.0712,1.2911,0.4545,0.3894,61.2203,3.085972209441601
nwis_02234000,"ST. JOHNS RIVER ABOVE LAKE HARNEY NEAR GENEVA, FL",-81.0353374,NAD83,NA,NA,ST,0.399061933530536,10997905,03S,USGS (Powell Center),1952,6,346.0339267325653,0.5,95.5548,15.0262394377956,14.902281137044453,258.7027120728706,-770.8775333431481,24.41,0.11,-0.14,0.03,1.28,200.13192608323467,0.867,50,0.43,0.27,0.1,0.91,284.49576454487135,0.987,41.13,0.19,0.01,0.07,1.05,164.74726976118882,0.436,1.1,0.2,0.03,-0.03,1.33,168.97043590829637,0.97,663.0333333333333,28.7141611,0.458564534930031,38.0953737688257,0.111435465069969,0.0657790290357095,0.43,0,0,0,0,70818710,25.16948449,63.019,360,13.622,4,0,12,3,2,0,218,222,150,160,185,213,243,265,274,275,266,232,193,161,1301,1266,60,80,88,58,87,163,179,188,178,105,61,54,91,87,13,22,37,15,32,0,10,17.504,63.669,133,725,892,0,6,NA,ArtificialPath,55800,1985.761,NA,22.14926848,8,grassland,Florida,FL,0,5,270004256,0,03080101006343,7.4781,5428.2321,2.27,2.6872e-4,2.27,1,94,33,0,5420.754,0.9986223691503537,12.1993,1290.5251150631889,9.542272720866189,28.229027242020308,22.37766410983612,285.3812,3.14,3.31,3.4,2.8,3.46,3.75,3.61,2.99,3.29,0,5.01,4.2,2.09,0.42,0.14,0.11,5.26,1.02,4.38,0.83,22.42,2.74,35.07,13.01,3.74,0,4.96,4.26,2.28,0.5,0.12,0.09,5.43,1,4.05,0.9,22.18,2.73,35.88,11.87,48.775,118.0503,436.098,8.6865,2.7659,1.0333,36688.3256,17039.1568,55272.9022,23476.0201,0.0015,0.0017,9e-4,0.0061,1.6769,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.92,53.94,1.14,0.2473,8.5131,4.6356,24.5856,7.523,27.546,148.0602,46.3788,21.7841,0.4274,11.4115,8.8502,4.6401,2.1612,1.5855,1.1768,0.2491,0.1573,56.8585,4.522109778300704
nwis_02234500,"ST. JOHNS RIVER NEAR SANFORD, FL",-81.3242323,NAD83,NA,NA,ST,0.336422124559295,11033091,03S,USGS (Powell Center),754,3,306.7152693467252,7,148.4376,14.535652397901599,14.134468641307869,515.9328592328031,-737.1478128183365,24.63,0.11,-0.13,0.01,1.28,202.16714022642503,0.932,55.33,0.29,0.18,0.02,0.88,287.482661215423,0.953,39.79,0.19,0,0.07,1.05,165.88399947407964,0.418,1.19,0.17,-0.07,-0.04,1.37,164.15548277615486,0.897,678.1333333333333,28.83804694,0.504992168916894,40.9089912820744,0.115007831083106,0.0726602152186882,0.38,0,0,0,4.09227e-4,70817289,96.28622495,77.159,361,28.072,11,-2,31,7,3,10,217,221,146,156,183,212,243,266,276,276,265,229,189,156,1272,1267,64,86,90,60,89,161,183,178,166,90,52,53,86,87,16,37,37,18,33,3,9,230.277,164.823,2825,1412,892,29,15,NA,ArtificialPath,55800,2284.596,NA,25.40093167,9,grassland,Florida,FL,0.08273300000000006,5,270004091,0,03080101000061,43.794,6852.3237,2.126,1e-5,2.126,1,33,33,3.62321,6812.15291,0.9941376397615308,11.7711,1294.9759184495626,9.308462494390332,28.122106005377148,22.29318292894192,285.3403,4.24,4.43,4.55,3.86,4.62,4.98,4.78,4.06,4.56,0,6.81,5.62,2.7,0.63,0.13,0.09,7.43,0.84,3.88,0.86,18.94,2.19,33.43,11.89,4.92,0,6.72,5.67,2.93,0.71,0.11,0.07,7.47,0.82,3.65,0.97,18.73,2.18,34.16,10.88,67.4076,159.1306,438.1052,8.7125,2.7742,1.0365,29063.5346,13497.9756,43785.7514,18597.0908,0.0012,0.0042,0.0025,0.0112,2.141,9e-4,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,44.47,50.81,2.78,0.2054,7.7817,3.6847,33.1181,6.8656,28.0434,148.0039,47.3465,21.2332,0.4521,11.3757,8.7591,4.5514,2.1448,1.5548,1.1969,0.2421,0.1507,57.085,4.538356195916114
nwis_02235500,"BLUE SPRINGS NEAR ORANGE CITY, FL",-81.3397866,NAD83,NA,NA,SP,1.919966075,10995987,03S,USGS (Powell Center),279,1,196.18726260898626,19,26.5176,14.2560143179272,7.061707762357536,125.18804315516869,-885.2840583494185,23.17,0,-0.16,0.06,1.2,226.1323188630319,0.624,3.56,0.02,0.07,0.07,0.9,44.00757778935379,0.866,39.06,0.19,-0.04,0.09,1,161.3417870338975,0.365,5.01,0.16,-0.09,-0.06,1.39,165.19094593829644,0.819,1406.0999000000002,28.944154,0.562069842,3.006531911,0.217930158,0.173236989215235,0.22,NA,NA,NA,0.001823799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,StreamRiver,46006,0.205,NA,13.8980362,8,grassland,Florida,FL,0.56152,1,270046782,1,03080101000710,0.3834,0.3834,0.682,0.00325513,0.682,1,255,33,0.21529,0.21529,0.561528429838289,8.7405,1377.515908399061,8.358450643333333,27.640403143192486,21.627716865892022,290,0.86,0.86,0.86,0.85,0.86,0.86,0.86,0.86,0.23,0,3.52,2.11,0,0,0,0,61.5,0.94,15.49,0,5.16,0,11.03,0,0.23,0,3.52,2.11,0,0,0,0,60.8,0.7,16.2,0,5.16,0,11.27,0,38.727,81.6787,473.3118,9.3279,2.9812,1.1255,0,0,0,0,0,0,0,0,3.5426,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,123.806,0.3216,42.3535,152.3699,54.8474,13.6453,0.8227,11.9791,2.7091,3.7602,2.1809,1.5145,1.5209,0.2322,0.1396,65.8966,4.750054856548486
nwis_02236000,"ST. JOHNS RIVER NEAR DE LAND, FL",-81.3825651,NAD83,-0.09,NGVD29,ST,0.347427971641389,10989245,03S,USGS (Powell Center),1556,6,337.0880900456192,22,108.81360000000001,14.542207388898,11.825138439447093,329.7688853385074,-1018.9028961897867,24.35,0.11,-0.12,-0,1.32,200.67440441531107,0.938,73.34,0.31,0.23,0.11,0.82,296.7529981860754,0.98,39.81,0.19,-0.01,0.07,1.05,165.708089649874,0.436,4.83,0.18,-0.08,-0.03,1.35,161.82695221467932,0.913,736.6145833333334,29.00831827,0.494088117641604,45.1354971366119,0.105911882358396,0.0637700839751053,0.4,0,0,0,0,70815626,55.10149109,86.345,336,63.223,12,0,33,6,4,7,213,220,140,151,179,207,240,265,274,274,262,226,184,151,1330,1269,72,88,89,64,99,173,185,186,165,90,59,62,89,87,4,38,37,66,36,5,8,6.79,179.916,281,1550,892,0,16,NA,ArtificialPath,55800,2666.493,NA,33.61168009,8,grassland,Florida,FL,0.728217,5,270004050,0,03080101007512,8.0109,8094.5199,3.069,1e-5,3.069,1,33,33,5.83367,8092.34267,0.9997310241957648,12.7365,1297.7244237564246,9.183640947446161,28.08912304966811,22.22843345523534,285.3597,4.76,4.97,5.1,4.38,5.18,5.56,5.35,4.58,4.42,0,8.17,6.22,3.01,0.73,0.15,0.08,9.28,0.87,3.81,0.93,18.1,1.9,31.94,10.4,4.73,0,8.07,6.28,3.25,0.81,0.13,0.06,9.3,0.84,3.58,1.05,17.9,1.89,32.6,9.51,77.2841,182.0795,434.5963,8.6365,2.7511,1.0292,27346.3269,13438.034,37066.3295,15743.1555,0.0011,0.0046,0.003,0.014,2.3372,7e-4,0,0,0,0,0,0,0,0,0,0,0,6.71,0,0,0,43.59,47.35,2.35,0.1937,7.5792,3.472,43.2944,6.6219,28.661,147.4941,49.0901,20.1534,0.5021,11.5471,7.7425,4.4741,2.1677,1.5389,1.2501,0.2395,0.1406,58.4317,4.547679380642833
nwis_02236125,"ST. JOHNS RIVER AT ASTOR, FL",-81.5220157,NAD83,NA,NA,ST,0.343839486735687,10989141,03S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.16692445,0.496997050391427,47.1563214927796,0.103002949608573,0.0616743143842811,0.4,0,0,0,0,70813719,202.3524529,0.153,325,0.868,17,10,25,6,6,37,211,211,137,148,177,205,238,263,273,272,261,224,181,148,1319,1319,73,88,94,66,96,165,180,180,163,89,59,66,88,88,4,38,38,90,90,2,2,20.727,20.727,204,203,892,0,0,NA,ArtificialPath,55800,2827.625,NA,71.60349997,8,grassland,Florida,FL,0.7166859999999999,5,270004006,0,03080101007350,26.8092,8793.4203,5.243,1e-5,5.243,1,33,33,19.21378,8785.82488,0.999136238262147,12.6498,1301.9053755978136,9.026822806169896,28.067527349554982,22.175425468329333,285.7061,4.45,4.64,4.76,4.09,4.84,5.2,5,4.28,4.54,0,7.92,5.84,2.79,0.67,0.16,0.08,11.66,0.81,4.24,1,17.01,1.75,31.47,10.08,4.83,0,7.83,5.9,3.01,0.75,0.15,0.06,11.78,0.78,3.88,1.13,16.82,1.74,32.08,9.25,71.9893,169.4333,434.5988,8.6268,2.7493,1.0299,25172.8428,12369.9801,34120.3004,14491.8907,0.001,0.0042,0.0027,0.013,2.2513,7e-4,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,41.07,48.47,2.17,0.1818,7.3274,3.2149,46.1343,7.0803,28.8718,147.5524,49.5302,20.2355,0.511,11.6362,7.3677,4.4997,2.1797,1.5426,1.2589,0.2428,0.1437,58.8761,4.556799366894209
